GPT_processed_sentence,tagged_sentence,original_passage
"<Other_Finding>Seitenglische Belüftung</Other_Finding>, <Other_Finding>Sonorität beim Klopfschall</Other_Finding>, <Other_Finding>Vesikuläres Atmen</Other_Finding>, keine <Diagnosis_or_Pathology>Nebengeräusche</Diagnosis_or_Pathology>.","<Other_Finding>Pulmo seitengl. belüftet, atemverschieblich</Other_Finding>, <Other_Finding>sonorer Klopfschall</Other_Finding>, <Other_Finding>Vesikuläratmen</Other_Finding>, keine <Diagnosis_or_Pathology>Nebengeräusche</Diagnosis_or_Pathology>.","{'id': 18, 'type': 'sentence', 'text': 'Pulmo seitengl. belüftet, atemverschieblich, sonorer Klopfschall, Vesikuläratmen, keine Nebengeräusche.', 'offsets': [[996, 1099]], 'document_id': 'Fabry.tsv'}"
4/2018 <Other_Finding>Exstirpation des Wächterlymphknotens in der linken Achselhöhle (37848/2019: tumorfrei)</Other_Finding>,4/2018 <Other_Finding>Sentinel node Exstirpation axillär links (37848/2019: tumorfrei</Other_Finding>),"{'id': 7, 'type': 'sentence', 'text': '4/2018 Sentinel node Exstirpation axillär links (37848/2019: tumorfrei)', 'offsets': [[175, 246]], 'document_id': 'Utz.tsv'}"
Bulbus: <Diagnosis_or_Pathology>Kein weiterer Prozess im Pankreaskopf</Diagnosis_or_Pathology>. Aber <Diagnosis_or_Pathology>portal venöse Kollateralbildung</Diagnosis_or_Pathology>. Es wird dann <Diagnostic>dreimalig eine Punktion mit einer 22 G-Feinnadel in typischer Technik durchgeführt</Diagnostic>. Es können <Diagnostic><Other_Finding>weißliche Gewebeanteile</Other_Finding> gewonnen</Diagnostic> werden.,Bulbus: <Diagnosis_or_Pathology>Im Pankreaskopf kein weitere Prozess</Diagnosis_or_Pathology>. Aber <Diagnosis_or_Pathology>portal venöse Kollateralbildung</Diagnosis_or_Pathology>. Es wird dann <Diagnostic>in typischer Technik dreimalig mit einer 22 G-Feinnadel punktiert</Diagnostic>. Es können <Diagnostic><Other_Finding>weißliche Gewebeanteile</Other_Finding> gewonnen</Diagnostic> werden,"{'id': 20, 'type': 'sentence', 'text': 'Bulbus: Im Pankreaskopf kein weitere Prozess. Aber portal venöse Kollateralbildung. Es wird dann in typischer Technik dreimalig mit einer 22 G-Feinnadel punktiert. Es können weißliche Gewebeanteile gewonnen werden', 'offsets': [[1145, 1358]], 'document_id': 'Tupolev_2.tsv'}"
Seit 26.07.2023 ohne <Diagnosis_or_Pathology>erinnerliches Trauma</Diagnosis_or_Pathology> <Diagnosis_or_Pathology>Schmerzen im Bereich des rechten Kniegelenkes mit Einklemmungssymptomatik medial</Diagnosis_or_Pathology> bei der <Diagnostic>klinischen Untersuchung</Diagnostic>. <Other_Finding>St.p. <Therapeutic>Meniskusrefixation</Other_Finding> (Innen- und Außenmeniskus) recht</Therapeutic> am 27.05.2023. Die Patientin wurde zur <Therapeutic>stationären Behandlung</Therapeutic> aufgenommen.,Seit 26.07.2023 ohne <Diagnosis_or_Pathology>erinnerliches Traume</Diagnosis_or_Pathology> <Diagnosis_or_Pathology>Schmerzen im Bereich des rechten Kniegelenkes mit Einklemmungssymptomatik medial</Diagnosis_or_Pathology> bei der <Diagnostic>klinischen Untersuchung</Diagnostic>. <Other_Finding>St.p. <Therapeutic>Meniskusrefixation</Other_Finding> (Innen- und Außenmeniskus) recht</Therapeutic> am 27.05.2023. Die Patientin wurde zur <Therapeutic>stationären Behandlung</Therapeutic> aufgenommen.,"{'id': 13, 'type': 'sentence', 'text': 'Seit 26.07.2023 ohne erinnerliches Traume Schmerzen im Bereich des rechten Kniegelenkes mit Einklemmungssymptomatik medial bei der klinischen Untersuchung. St.p. Meniskusrefixation (Innen- und Außenmeniskus) recht am 27.05.2023. Die Patientin wurde zur stationären Behandlung aufgenommen.', 'offsets': [[858, 1146]], 'document_id': 'Ilgner.tsv'}"
<Diagnostic>Tibialis-SEP</Diagnostic>: <Other_Finding>Beidseitige unauffällige periphere und zentrale Latenzen</Other_Finding>.,<Diagnostic>Tibialis-SEP</Diagnostic>: <Other_Finding>Beidseits unauf. periphere und zentrale Latenzen</Other_Finding>.,"{'id': 18, 'type': 'sentence', 'text': 'Tibialis-SEP: Beidseits unauf. periphere und zentrale Latenzen.', 'offsets': [[2394, 2457]], 'document_id': 'Stölzl.tsv'}"
"<Other_Finding>Infarkt</Other_Finding> feststellbar.

Im Rahmen der <Diagnostic>Untersuchung</Diagnostic> wurde eine <Diagnosis_or_Pathology>Herzinsuffizienz</Diagnosis_or_Pathology> diagnostiziert und eine <Therapeutic>medikamentöse Therapie</Therapeutic> eingeleitet.

Die <Diagnostic>Labordiagnostik</Diagnostic> ergab eine <Other_Finding>Erhöhung</Other_Finding> der <Diagnosis_or_Pathology>Leberwerte</Diagnosis_or_Pathology>.

Der <Other_Finding>Tumor</Other_Finding> wurde mittels <Diagnostic>MRT</Diagnostic> <Other_Finding>lokalisiert</Other_Finding> und eine <Therapeutic>operative Entfernung</Therapeutic> empfohlen.

Die <Diagnostic>Endoskopie</Diagnostic> zeigte eine <Diagnosis_or_Pathology>Gastritis</Diagnosis_or_Pathology> und es wurde eine <Therapeutic>antibiotische Therapie</Therapeutic> verordnet.

Im <Other_Finding>Blutbild</Other_Finding> war eine <Other_Finding>Leukozytose</Other_Finding> feststellbar, jedoch keine <Diagnosis_or_Pathology>Anämie</Diagnosis_or_Pathology>.

Die <Diagnostic>CT-Untersuchung</Diagnostic> ergab eine <Diagnosis_or_Pathology>Lungenembolie</Diagnosis_or_Pathology> und es wurde eine <Therapeutic>antikoagulative Therapie</Therapeutic> eingeleitet.","Im Vergleich zur <Diagnostic>VU</Diagnostic> vom 1/2/2023 keine <Other_Finding>signifikante Befundänderung</Other_Finding>, insbesonders keine <Diagnosis_or_Pathology>Blutung</Diagnosis_or_Pathology> oder","{'id': 69, 'type': 'sentence', 'text': 'Im Vergleich zur VU vom 1/2/2023 keine signifikante Befundänderung, insbesonders keine Blutung oder', 'offsets': [[3489, 3588]], 'document_id': 'Colon_Fake_H.tsv'}"
"Durchmesser)

<Therapeutic>Chemotherapie</Therapeutic> mit <Drug>Paclitaxel</Drug> und <Drug>Cisplatin</Drug>

<Anatomy>Herz</Anatomy>-<Diagnosis_or_Pathology>Infarkt</Diagnosis_or_Pathology>

<Drug>Paracetamol</Drug> zur <Therapeutic>Schmerztherapie</Therapeutic>

<Anatomy>Leber</Anatomy>-<Diagnosis_or_Pathology>Metastasen</Diagnosis_or_Pathology>

<Therapeutic>Strahlentherapie</Therapeutic> der <Anatomy>Lunge</Anatomy> bei <Diagnosis_or_Pathology>Lungenkrebs</Diagnosis_or_Pathology>","<Diagnosis_or_Pathology>Größenzunahme der mediastinalen Lymphknotenmetastasen</Diagnosis_or_Pathology> (derzeit max. 3,8 cm im","{'id': 58, 'type': 'sentence', 'text': 'Größenzunahme der mediastinalen Lymphknotenmetastasen (derzeit max. 3,8 cm im', 'offsets': [[3809, 3886]], 'document_id': 'Xavier.tsv'}"
"Wir berichten über unseren gemeinsamen Patienten, Herrn Ramón Cajal, *23.03.1968, Gartenpfad 44, 33455 Wiesental, der sich vom 20.08.2032 bis 22.08.2032 in unserer <Therapeutic>stationären Behandlung</Therapeutic> befand.","wir berichten über unseren gemeinsamen Patienten, Herrn Ramón Cajal, *23.03.1968, Gartenpfad 44, 33455 Wiesental, der sich vom 20.08.2032 bis 22.08.2032 in unserer <Therapeutic>stat. Behandlung</Therapeutic> befand.","{'id': 9, 'type': 'sentence', 'text': 'wir berichten über unseren gemeinsamen Patienten, Herrn Ramón Cajal, *23.03.1968, Gartenpfad 44, 33455 Wiesental, der sich vom 20.08.2032 bis 22.08.2032 in unserer stat. Behandlung befand.', 'offsets': [[222, 410]], 'document_id': 'Cajal.tsv'}"
<Diagnostic>Laboruntersuchungen</Diagnostic>:<Other_Finding>Laborergebnisse</Other_Finding> (Zeitraum je 3 Tage),<Diagnostic>Labor</Diagnostic>:<Other_Finding>Labor-Resultate</Other_Finding> (Zeitraum je 3 Tage),"{'id': 63, 'type': 'sentence', 'text': 'Labor:Labor-Resultate (Zeitraum je 3 Tage)', 'offsets': [[4843, 4885]], 'document_id': 'Amanda_Alzheimer.tsv'}"
Eine <Diagnosis_or_Pathology>cerebrale Ischämie im Bereich der linken Stammganglien</Diagnosis_or_Pathology> sowie <Diagnosis_or_Pathology>diffuse ältere ischämische Veränderungen</Diagnosis_or_Pathology> wurden diagnostiziert.,5. <Diagnosis_or_Pathology>cerebrale Ischämie im Bereich der Stammganglien links</Diagnosis_or_Pathology> + <Diagnosis_or_Pathology>diffuse ältere ischämische Veränderungen</Diagnosis_or_Pathology>,"{'id': 6, 'type': 'sentence', 'text': '5. cerebrale Ischämie im Bereich der Stammganglien links + diffuse ältere ischämische Veränderungen', 'offsets': [[410, 509]], 'document_id': 'Weber.tsv'}"
Die <Diagnosis_or_Pathology>linksseitige Gonarthrose</Diagnosis_or_Pathology>,- <Diagnosis_or_Pathology>Gonarthrose li.</Diagnosis_or_Pathology>,"{'id': 13, 'type': 'sentence', 'text': '- Gonarthrose li.', 'offsets': [[638, 655]], 'document_id': 'Colon_Fake_J.tsv'}"
"<Diagnostic>Laboruntersuchung</Diagnostic>: inklusive Blutbild und Differentialblutbild, Elektrolyte (<Nutrient_or_Body_Substance>Natrium</Nutrient_or_Body_Substance>, <Nutrient_or_Body_Substance>Kalium</Nutrient_or_Body_Substance>, <Nutrient_or_Body_Substance>Chlorid</Nutrient_or_Body_Substance>, <Nutrient_or_Body_Substance>Calcium</Nutrient_or_Body_Substance>), Niere (<Nutrient_or_Body_Substance>Kreatinin</Nutrient_or_Body_Substance>, <Nutrient_or_Body_Substance>Harnstoff</Nutrient_or_Body_Substance>, <Nutrient_or_Body_Substance>Harnsäure</Nutrient_or_Body_Substance>), Leber (<Nutrient_or_Body_Substance>Bilirubin</Nutrient_or_Body_Substance>, <Nutrient_or_Body_Substance>Alkalische Phosphatase</Nutrient_or_Body_Substance>, <Nutrient_or_Body_Substance>Gamma-Glutamyltransferase</Nutrient_or_Body_Substance>, <Nutrient_or_Body_Substance>Cholinesterase</Nutrient_or_Body_Substance>, <Nutrient_or_Body_Substance>Aspartat-Aminotransferase</Nutrient_or_Body_Substance>, <Nutrient_or_Body_Substance>Alanin-Aminotransferase</Nutrient_or_Body_Substance>), Herz (<Nutrient_or_Body_Substance>Kreatinkinase</Nutrient_or_Body_Substance>, <Nutrient_or_Body_Substance>Lactatdehydrogenase</Nutrient_or_Body_Substance>), Pankreas (<Nutrient_or_Body_Substance>Pankreas-Amylase</Nutrient_or_Body_Substance>, <Nutrient_or_Body_Substance>Lipase</Nutrient_or_Body_Substance>), <Nutrient_or_Body_Substance>Glukose</Nutrient_or_Body_Substance>, <Nutrient_or_Body_Substance>C-reaktives Protein</Nutrient_or_Body_Substance>, <Nutrient_or_Body_Substance>Cholesterin</Nutrient_or_Body_Substance>, <Nutrient_or_Body_Substance>Triglyceride</Nutrient_or_Body_Substance> unauffällig bis auf: <Diagnosis_or_Pathology>Lipase 122</Diagnosis_or_Pathology>, <Diagnosis_or_Pathology>Cholesterin 219</Diagnosis_or_Pathology>.","<Diagnostic>Labor : incl. BB und Diff-BB, Elektrolyte (<Nutrient_or_Body_Substance>Na</Nutrient_or_Body_Substance>, <Nutrient_or_Body_Substance>K</Nutrient_or_Body_Substance>, <Nutrient_or_Body_Substance>Cl</Nutrient_or_Body_Substance>, <Nutrient_or_Body_Substance>Ca</Nutrient_or_Body_Substance>), Niere (<Nutrient_or_Body_Substance>Krea</Nutrient_or_Body_Substance>, <Nutrient_or_Body_Substance>Harnstoff</Nutrient_or_Body_Substance>, <Nutrient_or_Body_Substance>Harnsäure</Nutrient_or_Body_Substance>), Leber (<Nutrient_or_Body_Substance>Bili</Nutrient_or_Body_Substance>, <Nutrient_or_Body_Substance>AP</Nutrient_or_Body_Substance>, <Nutrient_or_Body_Substance>GGT</Nutrient_or_Body_Substance>, <Nutrient_or_Body_Substance>CHE</Nutrient_or_Body_Substance>, <Nutrient_or_Body_Substance>AST</Nutrient_or_Body_Substance>, <Nutrient_or_Body_Substance>ALT</Nutrient_or_Body_Substance>), Herz (<Nutrient_or_Body_Substance>CK</Nutrient_or_Body_Substance>, <Nutrient_or_Body_Substance>LDH</Nutrient_or_Body_Substance>), Pankreas (<Nutrient_or_Body_Substance>P-Amylase</Nutrient_or_Body_Substance>, <Nutrient_or_Body_Substance>Lipase</Nutrient_or_Body_Substance>), <Nutrient_or_Body_Substance>Glucose</Nutrient_or_Body_Substance>, <Nutrient_or_Body_Substance>CRP</Nutrient_or_Body_Substance>, <Nutrient_or_Body_Substance>Chol</Nutrient_or_Body_Substance>, <Nutrient_or_Body_Substance>Tri</Nutrient_or_Body_Substance> unauff. bis auf: <Diagnosis_or_Pathology>Lipase 122</Diagnosis_or_Pathology>, <Diagnosis_or_Pathology>Cholesterin 219</Diagnostic></Diagnosis_or_Pathology>.","{'id': 22, 'type': 'sentence', 'text': 'Labor : incl. BB und Diff-BB, Elektrolyte (Na, K, Cl, Ca), Niere (Krea, Harnstoff, Harnsäure), Leber (Bili, AP, GGT, CHE, AST, ALT), Herz (CK, LDH), Pankreas (P-Amylase, Lipase), Glucose, CRP, Chol, Tri unauff. bis auf: Lipase 122, Cholesterin 219.', 'offsets': [[1084, 1332]], 'document_id': 'Ehrenberger.tsv'}"
Die am selben Tag durchgeführte  <Diagnostic>Weichteil- und Lymphknotensonographie</Diagnostic> der Intransitstrecke und rechts inguinal zeigte keinen <Other_Finding>Hinweis</Other_Finding> für Haut- oder Lymphknotenmetastasen des Malignen Melanoms.,Die am selben Tag durchgeführte <Diagnostic>Weichteil- und lymphknotensonographie der Intransitstrecke und rechts inguinal</Diagnostic> zeigte keinen <Other_Finding>Hinweis für Haut- oder Lymphknotenmetastasen des Malignen Melanoms</Other_Finding>.,"{'id': 17, 'type': 'sentence', 'text': 'Die am selben Tag durchgeführte Weichteil- und lymphknotensonographie der Intransitstrecke und rechts inguinal zeigte keinen Hinweis für Haut- oder Lymphknotenmetastasen des Malignen Melanoms.', 'offsets': [[1253, 1445]], 'document_id': 'Clausthal.tsv'}"
"Caput/Collum: kein <Diagnosis_or_Pathology>Meningismus</Diagnosis_or_Pathology>, <Other_Finding>Freiheit von HNAP</Other_Finding>, <Other_Finding>Runde, mittelenge, isokore Pupillen</Other_Finding>, <Other_Finding>Direkte und indirekte Lichtreaktion prompt</Other_Finding>, <Other_Finding>Feuchte, gerade Zunge</Other_Finding>, <Other_Finding>Blaße Schleimhäute</Other_Finding>. Cor: <Other_Finding>Reiner, rhythmischer, normokarder Herzschlag</Other_Finding>. Pulmo: <Other_Finding>Vesikuläres Atmen beidseits</Other_Finding>, keine <Diagnosis_or_Pathology>Rasselgeräusche</Diagnosis_or_Pathology>. Abdomen: <Therapeutic>Ileostoma</Therapeutic>, <Other_Finding>Weiche Bauchdecke</Other_Finding> kein <Diagnosis_or_Pathology>Darmverschluss</Diagnosis_or_Pathology>, keine <Diagnosis_or_Pathology>Abwehrspannung</Diagnosis_or_Pathology>, <Other_Finding>Regelmäßige Darmgeräusche</Other_Finding>, <Other_Finding>Freies Nierenlager beidseits</Other_Finding>.","Caput/Collum: kein <Diagnosis_or_Pathology>Meningismus</Diagnosis_or_Pathology>, <Other_Finding>HNAP frei</Other_Finding>, <Other_Finding>Pupillen rund, mitteleng, isokor</Other_Finding>, <Other_Finding>LR direkt und indirekt prompt</Other_Finding>, <Other_Finding>Zunge feucht, gerade</Other_Finding>, <Other_Finding>Schleimhäute blaß</Other_Finding>. Cor: <Other_Finding>HT rein, rhythmisch, normokard</Other_Finding>. Pulmo: <Other_Finding>Vesikuläratmen bds.</Other_Finding>, keine <Diagnosis_or_Pathology>Rasselgeräusche</Diagnosis_or_Pathology>. Abdomen: <Therapeutic>Ileostoma</Therapeutic>, <Other_Finding>Bauchdecke weich</Other_Finding> kein <Diagnosis_or_Pathology>DS</Diagnosis_or_Pathology>, keine <Diagnosis_or_Pathology>Abwehrspannung</Diagnosis_or_Pathology>, <Other_Finding>DG rege</Other_Finding>, <Other_Finding>Nierenlager bds. frei</Other_Finding>.","{'id': 22, 'type': 'sentence', 'text': 'Caput/Collum: kein Meningismus, HNAP frei, Pupillen rund, mitteleng, isokor, LR direkt und indirekt prompt, Zunge feucht, gerade, Schleimhäute blaß. Cor: HT rein, rhythmisch, normokard. Pulmo: Vesikuläratmen bds., keine Rasselgeräusche. Abdomen: Ileostoma, Bauchdecke weich kein DS, keine Abwehrspannung, DG rege, Nierenlager bds. frei.', 'offsets': [[1096, 1432]], 'document_id': 'Colon_Fake_B.tsv'}"
"Seit Juni 2024 besteht eine <Diagnosis_or_Pathology>rezidivierende Schmerzsymptomatik</Diagnosis_or_Pathology> in der linken Leiste, insbesondere bei Bewegung und auch in Ruhe.","seit Juni 2024 <Diagnosis_or_Pathology>rez Schmerzen in linker Leiste, v.a. bei Bewegung, dann in Ruhe</Diagnosis_or_Pathology>.","{'id': 15, 'type': 'sentence', 'text': 'seit Juni 2024 rez Schmerzen in linker Leiste, v.a. bei Bewegung, dann in Ruhe.', 'offsets': [[1137, 1216]], 'document_id': 'Obradovic.tsv'}"
"Wir berichten über unseren Patienten Willibald Vogler, geboren am 23.2.1941, der sich vom 2. bis zum 7.10.2021 in unserer <Therapeutic>stationären Behandlung</Therapeutic> befand.","wir berichten über unseren Patienten Willibald Vogler, geboren am 23.2.1941, der sich vom 2. bis zum 7.10.2021 in unserer <Therapeutic>stationären Behandlung</Therapeutic> befand.","{'id': 2, 'type': 'sentence', 'text': 'wir berichten über unseren Patienten Willibald Vogler, geboren am 23.2.1941, der sich vom 2. bis zum 7.10.2021 in unserer stationären Behandlung befand.', 'offsets': [[56, 208]], 'document_id': 'Vogler.tsv'}"
Die <Other_Finding>serologischen Parameter</Other_Finding> liegen im Nomalbereich.,Die <Other_Finding>serologischen Parameter liegen im Nomalbereich</Other_Finding>.,"{'id': 21, 'type': 'sentence', 'text': 'Die serologischen Parameter liegen im Nomalbereich.', 'offsets': [[2322, 2373]], 'document_id': 'Ilgner.tsv'}"
<Other_Finding>Entlassungszustand</Other_Finding>:,<Other_Finding>Zustand bei Entlassung</Other_Finding>:,"{'id': 23, 'type': 'sentence', 'text': 'Zustand bei Entlassung:', 'offsets': [[897, 920]], 'document_id': 'Colon_Fake_G.tsv'}"
Zur weiteren <Diagnostic>Diagnostik</Diagnostic> und <Therapeutic>Therapie</Therapeutic> nahmen wir die Patientin daher am 21.3.23 stationär auf. Initial erfolgte die <Diagnostic>Komplettierung</Diagnostic> der <Diagnostic>OP-Vorbereitung</Diagnostic> wie folgt:,Zur weiteren <Diagnostic>Diagnostik</Diagnostic> und <Therapeutic>Therapie</Therapeutic> nahmen wir die Patientin daher am 21.3.23 stationär auf. Initial erfolgte die <Diagnostic>Komplettierung der OP-Vorbereitung</Diagnostic> wie folgt:,"{'id': 16, 'type': 'sentence', 'text': 'Zur weiteren Diagnostik und Therapie nahmen wir die Patientin daher am 21.3.23 stationär auf. Initial erfolgte die Komplettierung der OP-Vorbereitung wie folgt:', 'offsets': [[2057, 2217]], 'document_id': 'Jadassohn.tsv'}"
"<Other_Finding>Der Nebenbefund</Other_Finding> zeigte sich in den <Diagnostic>Kontrollen des Labors</Diagnostic> als <Diagnosis_or_Pathology>eine zunehmende Thrombozytose</Diagnosis_or_Pathology>, woraufhin <Therapeutic>eine Thromboseprophylaxe</Therapeutic> mittels <Clinical_Drug>ASS 100mg</Clinical_Drug> begonnen wurde.","<Other_Finding>Nebenbefundlich</Other_Finding> zeigte sich in den <Diagnostic>Laborkontrollen</Diagnostic> eine <Diagnosis_or_Pathology>zunehmende Thrombozytose</Diagnosis_or_Pathology>, woraufhin eine <Therapeutic>Thromboseprophylaxe mittels <Clinical_Drug>ASS 100mg</Clinical_Drug> begonnen</Therapeutic> wurde.","{'id': 21, 'type': 'sentence', 'text': 'Nebenbefundlich zeigte sich in den Laborkontrollen eine zunehmende Thrombozytose, woraufhin eine Thromboseprophylaxe mittels ASS 100mg begonnen wurde.', 'offsets': [[1993, 2143]], 'document_id': 'Haefner.tsv'}"
"Die <Diagnostic>Computertomographie-Kontrolle</Diagnostic> brachte keine <Other_Finding>Befunderweiterung</Other_Finding>, jedoch wurde nochmals ein <Diagnostic>Magnetresonanztomographie des Schädels</Diagnostic> durchgeführt.","Die <Diagnostic>computertomographische Kontrolle</Diagnostic> brachte keine <Other_Finding>Befunderweiterung</Other_Finding>, jedoch wurde nochmals ein <Diagnostic>MR-Schädel</Diagnostic>","{'id': 111, 'type': 'sentence', 'text': 'Die computertomographische Kontrolle brachte keine Befunderweiterung, jedoch wurde nochmals ein MR-Schädel', 'offsets': [[6511, 6617]], 'document_id': 'Colon_Fake_H.tsv'}"
"<Therapeutic>Erhöhung der Sauerstoffgabe auf 80%</Therapeutic>. Kein <Diagnosis_or_Pathology>Fieber</Diagnosis_or_Pathology>, <Other_Finding>gute Ausscheidung</Other_Finding>, Pat. <Other_Finding>mit <Therapeutic>Torem-Perfusion</Therapeutic> negativ bilanziert</Other_Finding>.","<Therapeutic>Erhöhung der 02-Gabe auf 80%</Therapeutic> Kein <Diagnosis_or_Pathology>Fieber</Diagnosis_or_Pathology>, <Other_Finding>gute Ausscheidung</Other_Finding>, Pat. <Other_Finding>mit <Therapeutic>Torem-Perf.</Therapeutic> negativ bilanziert</Other_Finding>","{'id': 26, 'type': 'sentence', 'text': 'Erhöhung der 02-Gabe auf 80% Kein Fieber, gute Ausscheidung, Pat. mit Torem-Perf. negativ bilanziert', 'offsets': [[2687, 2787]], 'document_id': 'Weber.tsv'}"
"Die Patientin wird aus o. g. Gründen stat. aufgenommen. Sie erhält eine <Therapeutic>parenterale Flüssigkeitssubstitution</Therapeutic> sowie eine <Therapeutic>Schmerztherapie</Therapeutic>. Aufgrund der <Diagnosis_or_Pathology>hohen Entzündungszeichen</Diagnosis_or_Pathology> und der <Diagnosis_or_Pathology>immer wiederkehrenden Fieberschübe</Diagnosis_or_Pathology> wird sie am 7.3.2043 auf die Intensivstation verlegt und es wird mit einer <Therapeutic>i.v.-Antibiose mit <Clinical_Drug>Tavanic</Clinical_Drug> begonnen</Therapeutic>. Der <Other_Finding>Verdacht auf einen erneuten Briden-Ileus</Other_Finding> kann mittels <Diagnostic>CT</Diagnostic> ausgeschlossen werden. Es werden <Nutrient_or_Body_Substance><Diagnostic>Blutkulturen</Diagnostic></Nutrient_or_Body_Substance> abgenommen, dabei stellt sich eine <Diagnosis_or_Pathology>E. coli-Sepsis</Diagnosis_or_Pathology> heraus.","Die Patientin wird aus o. g. Gründen stat. aufgenommen. Sie erhält eine <Therapeutic>parenterale Flüssigkeitssubstitution</Therapeutic> sowie eine <Therapeutic>Schmerztherapie</Therapeutic>. Aufgrund der <Diagnosis_or_Pathology>hohen Entzündungszeichen</Diagnosis_or_Pathology> und der <Diagnosis_or_Pathology>immer wiederkehrenden Fieberschübe</Diagnosis_or_Pathology> wird sie am 7.3.2043 auf die Intensivstation verlegt und es wird mit einer <Therapeutic>i.v.-Antibiose mit <Clinical_Drug>Tavanic</Clinical_Drug> begonnen</Therapeutic>. Der <Other_Finding>Verdacht auf einen erneuten Briden-Ileus</Other_Finding> kann mittels <Diagnostic>CT</Diagnostic> ausgeschlossen werden. Es werden <Nutrient_or_Body_Substance><Diagnostic>Blutkulturen</Nutrient_or_Body_Substance> abgenommen</Diagnostic>, dabei stellt sich eine <Diagnosis_or_Pathology>E. coli-Sepsis</Diagnosis_or_Pathology> heraus.","{'id': 49, 'type': 'sentence', 'text': 'Die Patientin wird aus o. g. Gründen stat. aufgenommen. Sie erhält eine parenterale Flüssigkeitssubstitution sowie eine Schmerztherapie. Aufgrund der hohen Entzündungszeichen und der immer wiederkehrenden Fieberschübe wird sie am 7.3.2043 auf die Intensivstation verlegt und es wird mit einer i.v.-Antibiose mit Tavanic begonnen. Der Verdacht auf einen erneuten Briden-Ileus kann mittels CT ausgeschlossen werden. Es werden Blutkulturen abgenommen, dabei stellt sich eine E. coli-Sepsis heraus.', 'offsets': [[4299, 4793]], 'document_id': 'Colon_Fake_K.tsv'}"
"<Diagnostic>Laboruntersuchung</Diagnostic> (21.07.22): <Other_Finding>Kontrolle der Leukozyten (6,2 Tsd/µl)</Other_Finding>; <Diagnosis_or_Pathology>Erythrozytenzahl (4,08 Mio/µl)</Diagnosis_or_Pathology>; <Diagnosis_or_Pathology>Hämoglobinkonzentration (13,1 g/dl)</Diagnosis_or_Pathology>;","<Diagnostic>Labor</Diagnostic> (21.07.22): <Other_Finding>Leukozyten 6,2 Tsd/µl</Other_Finding>; <Diagnosis_or_Pathology>Erythrozyten 4,08 Mio/µl</Diagnosis_or_Pathology>; <Diagnosis_or_Pathology>Hämoglobin 13,1 g/dl</Diagnosis_or_Pathology>;","{'id': 53, 'type': 'sentence', 'text': 'Labor (21.07.22): Leukozyten 6,2 Tsd/µl; Erythrozyten 4,08 Mio/µl; Hämoglobin 13,1 g/dl;', 'offsets': [[3353, 3441]], 'document_id': 'Xavier.tsv'}"
"- <Diagnostic>chronische Niereninsuffizienz</Diagnostic> Stadium 3
- <Therapeutic>intravenöse Antibiose</Therapeutic> mit Ceftriaxon
- <Diagnostic>akute Appendizitis</Diagnostic> mit perforiertem Appendix
- <Therapeutic>chemotherapeutische Behandlung</Therapeutic> mit Paclitaxel und Carboplatin
- <Diagnostic>schwere Depression</Diagnostic> mit Suizidgedanken
- <Therapeutic>antihypertensive Therapie</Therapeutic> mit Ramipril und Amlodipin
- <Diagnostic>akuter Myokardinfarkt</Diagnostic> mit ST-Streckenhebung
- <Therapeutic>chirurgische Resektion</Therapeutic> eines Mammakarzinoms
- <Diagnostic>chronisch obstruktive Lungenerkrankung</Diagnostic> im GOLD-Stadium 2
- <Therapeutic>immunsuppressive Therapie</Therapeutic> mit Azathioprin und Prednison",- <Therapeutic>14 Zyklen Raltritrexed</Therapeutic> 01/97-10/18,"{'id': 9, 'type': 'sentence', 'text': '- 14 Zyklen Raltritrexed 01/97-10/18', 'offsets': [[481, 517]], 'document_id': 'Xavier.tsv'}"
"<Diagnostic>Ruhe-Blutgasanalyse</Diagnostic>: <Other_Finding>pH 7,43</Other_Finding>, <Other_Finding>PaCO2 38 mmHg</Other_Finding>, <Other_Finding>Pa02 91 mmHg</Other_Finding>, <Other_Finding>Normalbefunde</Other_Finding> bei <Diagnosis_or_Pathology>leichter metabolischer Alkalose, evtl. nutritiv bedingt</Diagnosis_or_Pathology>.","<Diagnostic>Ruhe-Blutgase</Diagnostic>: <Other_Finding>pH 7,43</Other_Finding>, <Other_Finding>PaCO2 38 mmHg</Other_Finding>, <Other_Finding>Pa02 91 mmHg</Other_Finding>, <Other_Finding>Normalbefunde</Other_Finding> bei <Diagnosis_or_Pathology>leichter metabolischer Alkalose, evtl. nutritiv bedingt</Diagnosis_or_Pathology>.","{'id': 28, 'type': 'sentence', 'text': 'Ruhe-Blutgase: pH 7,43, PaCO2 38 mmHg, Pa02 91 mmHg, Normalbefunde bei leichter metabolischer Alkalose, evtl. nutritiv bedingt.', 'offsets': [[2476, 2603]], 'document_id': 'Waldenström.tsv'}"
