,sentence_id,prediction,match,category
3965,26,(),"(2651, 2706, 'Diagnosis_or_Pathology', 'Parastomal findet sich ein flächiges subkutanes Hämatom')",false_negative
3966,26,(),"(2780, 2893, 'Diagnosis_or_Pathology', 'Zeichen einer Darmatonie mit distendierten und stark luftgefüllten Dünndarmschlingen ohne fassbaren Kalibersprung')",false_negative
3967,26,(),"(2895, 3006, 'Diagnosis_or_Pathology', 'Freie Flüssigkeit intraabdominell, z.B. im kleinen Becken sowie interenterisch, perisplenisch und perihepatisch')",false_negative
3968,26,(),"(3008, 3031, 'Other_Finding', 'Unauffällige Anastomose')",false_negative
3969,26,(),"(3080, 3106, 'Diagnosis_or_Pathology', 'Freie Luft intraabdominell')",false_negative
3970,26,(),"(3218, 3268, 'Therapeutic', 'Einliegendes Drainagematerial im linken Unterbauch')",false_negative
3971,3,"(181, 203, 'Therapeutic', 'stationären Behandlung')","(181, 203, 'Therapeutic', 'stationären Behandlung')",true_positive
3972,4,"(212, 220, 'Diagnostic', 'Diagnose')",(),false_positive
3973,4,(),"(212, 220, 'Diagnosis_or_Pathology', 'Diagnose')",false_negative
3974,5,"(221, 262, 'Diagnosis_or_Pathology', 'Akuter Innenmeniskushinterhornriss rechts')","(221, 262, 'Diagnosis_or_Pathology', 'Akuter Innenmeniskushinterhornriss rechts')",true_positive
3975,5,"(264, 269, 'Diagnosis_or_Pathology', 'S83.2')","(264, 269, 'Diagnosis_or_Pathology', 'S83.2')",true_positive
3976,6,(),"(271, 295, 'Other_Finding', 'St.p. Meniskusrefixation')",false_negative
3977,6,(),"(277, 329, 'Therapeutic', 'Meniskusrefixation (Innen- und Außenmeniskus) rechts')",false_negative
3978,7,"(344, 358, 'Diagnosis_or_Pathology', 'Chondromalazie')",(),false_positive
3979,7,(),"(344, 376, 'Diagnosis_or_Pathology', 'Chondromalazie Kniegelenk rechts')",false_negative
3980,7,(),"(378, 384, 'Diagnosis_or_Pathology', 'M94.26')",false_negative
3981,8,"(386, 413, 'Diagnosis_or_Pathology', 'Hypertrophie der Synovilias')",(),false_positive
3982,8,(),"(386, 495, 'Diagnosis_or_Pathology', 'Hypertrophie der Synovilias, anderenorts nicht klassifiziert Unterschenkel [Fibula, Tibia, Kniegelenk] rechts')",false_negative
3983,8,(),"(497, 503, 'Diagnosis_or_Pathology', 'M67.26')",false_negative
3984,9,"(505, 513, 'Therapeutic', 'Therapie')","(505, 513, 'Therapeutic', 'Therapie')",true_positive
3985,9,"(514, 575, 'Therapeutic', 'Athroskopische Operation am Gelenkknorpel und an den Menisken')","(514, 575, 'Therapeutic', 'Athroskopische Operation am Gelenkknorpel und an den Menisken')",true_positive
3986,9,"(625, 630, 'Therapeutic', 'Darts')",(),false_positive
3987,9,(),"(576, 630, 'Therapeutic', 'Meniskusrefixation des Hinterhorns rechts mittel Darts')",false_negative
3988,10,"(631, 673, 'Therapeutic', 'Athroskopische Operation an der Synovalias')","(631, 673, 'Therapeutic', 'Athroskopische Operation an der Synovalias')",true_positive
3989,10,"(690, 717, 'Diagnosis_or_Pathology', 'Plica synovilias Kniegelenk')",(),false_positive
3990,10,(),"(674, 717, 'Therapeutic', 'Resektion einer Plica synovilias Kniegelenk')",false_negative
3991,11,"(718, 778, 'Therapeutic', 'Athroskopische Operation am Gelenknorpel und an den Menisken')","(718, 778, 'Therapeutic', 'Athroskopische Operation am Gelenknorpel und an den Menisken')",true_positive
3992,11,"(795, 809, 'Therapeutic', 'Chondroplastik')",(),false_positive
3993,11,(),"(779, 821, 'Therapeutic', 'Knorpelgättung (Chondroplastik) Kniegelenk')",false_negative
3994,12,"(822, 840, 'Diagnosis_or_Pathology', 'Chrondromalziegrad')",(),false_positive
3995,12,"(846, 857, 'Diagnosis_or_Pathology', 'Fermur I-II')",(),false_positive
3996,12,(),"(822, 857, 'Diagnosis_or_Pathology', 'Chrondromalziegrad Med. Fermur I-II')",false_negative
3997,13,"(879, 899, 'Diagnosis_or_Pathology', 'erinnerliches Traume')","(879, 899, 'Diagnosis_or_Pathology', 'erinnerliches Traume')",true_positive
3998,13,"(989, 1012, 'Diagnostic', 'klinischen Untersuchung')","(989, 1012, 'Diagnostic', 'klinischen Untersuchung')",true_positive
3999,13,"(1111, 1133, 'Therapeutic', 'stationären Behandlung')","(1111, 1133, 'Therapeutic', 'stationären Behandlung')",true_positive
4000,13,"(900, 945, 'Diagnosis_or_Pathology', 'Schmerzen im Bereich des rechten Kniegelenkes')",(),false_positive
4001,13,"(950, 973, 'Diagnosis_or_Pathology', 'Einklemmungssymptomatik')",(),false_positive
4002,13,(),"(900, 980, 'Diagnosis_or_Pathology', 'Schmerzen im Bereich des rechten Kniegelenkes mit Einklemmungssymptomatik medial')",false_negative
4003,13,(),"(1014, 1038, 'Other_Finding', 'St.p. Meniskusrefixation')",false_negative
4004,13,(),"(1020, 1071, 'Therapeutic', 'Meniskusrefixation (Innen- und Außenmeniskus) recht')",false_negative
4005,14,"(1147, 1162, 'Diagnostic', 'MRT Knie rechts')","(1147, 1162, 'Diagnostic', 'MRT Knie rechts')",true_positive
4006,15,"(1181, 1216, 'Diagnosis_or_Pathology', 'Teilruptur des vorderen Kreuzbandes')","(1181, 1216, 'Diagnosis_or_Pathology', 'Teilruptur des vorderen Kreuzbandes')",true_positive
4007,16,"(1220, 1263, 'Diagnosis_or_Pathology', 'Vertikaler Riss den Innenmeniskushinterhorn')","(1220, 1263, 'Diagnosis_or_Pathology', 'Vertikaler Riss den Innenmeniskushinterhorn')",true_positive
4008,17,"(1289, 1350, 'Other_Finding', 'Verdacht auf komplexe Rissbildung im  Außenmeniscushinterhorn')","(1289, 1350, 'Other_Finding', 'Verdacht auf komplexe Rissbildung im  Außenmeniscushinterhorn')",true_positive
4009,17,"(1415, 1454, 'Other_Finding', 'Breite des Rissbildung im Außenmeniskus')",(),false_positive
4010,17,"(1563, 1601, 'Diagnostic', 'unauffälliges MRT des re. Kniegelenkes')",(),false_positive
4011,17,(),"(1415, 1515, 'Diagnosis_or_Pathology', 'Breite des Rissbildung im Außenmeniskus ist im Vergleich zum Innenmeniscus deutlich geringer geprägt')",false_negative
4012,17,(),"(1517, 1601, 'Diagnosis_or_Pathology', 'Darüber hinaus bis auf dezenten Gelenkserguss unauffälliges MRT des re. Kniegelenkes')",false_negative
4013,18,"(1657, 1665, 'Therapeutic', 'Eingriff')","(1657, 1665, 'Therapeutic', 'Eingriff')",true_positive
4014,18,"(1848, 1883, 'Diagnosis_or_Pathology', 'erneute Rißbildung am Außenmeniscus')","(1848, 1883, 'Diagnosis_or_Pathology', 'erneute Rißbildung am Außenmeniscus')",true_positive
4015,18,"(1925, 1978, 'Diagnosis_or_Pathology', 'frische Ruptur im Bereich des Innenmeniskushinterhorn')","(1925, 1978, 'Diagnosis_or_Pathology', 'frische Ruptur im Bereich des Innenmeniskushinterhorn')",true_positive
4016,18,"(1689, 1703, 'Diagnostic', 'Vorathroskopie')",(),false_positive
4017,18,"(1744, 1747, 'Diagnostic', 'VKB')",(),false_positive
4018,18,"(1786, 1794, 'Diagnostic', 'VKB-Rest')",(),false_positive
4019,18,"(1996, 2001, 'Diagnostic', 'Darts')",(),false_positive
4020,18,(),"(1689, 1703, 'Therapeutic', 'Vorathroskopie')",false_negative
4021,18,(),"(1709, 1747, 'Diagnosis_or_Pathology', 'neulicher pathologischer Befund am VKB')",false_negative
4022,18,(),"(1752, 1780, 'Diagnosis_or_Pathology', 'bekannter älterer Teillesion')",false_negative
4023,18,(),"(1786, 1841, 'Other_Finding', 'VKB-Rest war in seiner Kontinuität vollständig erhalten')",false_negative
4024,18,(),"(1900, 1913, 'Diagnostic', 'athroskopisch')",false_negative
4025,18,(),"(1933, 2011, 'Therapeutic', 'Ruptur im Bereich des Innenmeniskushinterhorn wurde durch zwei Darts refixiert')",false_negative
4026,19,"(2184, 2189, 'Diagnosis_or_Pathology', 'Wunde')","(2184, 2189, 'Diagnosis_or_Pathology', 'Wunde')",true_positive
4027,19,"(2032, 2065, 'Other_Finding', 'intra- und postoperativen Verlauf')",(),false_positive
4028,19,"(2072, 2086, 'Therapeutic', 'Kompilkationen')",(),false_positive
4029,19,"(2092, 2098, 'Nutrient_or_Body_Substance', 'Reddon')",(),false_positive
4030,19,"(2111, 2133, 'Therapeutic', 'anfänglicher Sekretion')",(),false_positive
4031,19,"(2140, 2162, 'Therapeutic', 'Kompressionsbehandlung')",(),false_positive
4032,19,"(2209, 2225, 'Therapeutic', 'KG-Mobilisierung')",(),false_positive
4033,19,(),"(2072, 2086, 'Diagnosis_or_Pathology', 'Kompilkationen')",false_negative
4034,19,(),"(2092, 2171, 'Therapeutic', 'Reddon konnte nach anfänglicher Sekretion unter Kompressionsbehandlung entfernt')",false_negative
4035,19,(),"(2111, 2133, 'Other_Finding', 'anfänglicher Sekretion')",false_negative
4036,19,(),"(2209, 2263, 'Therapeutic', 'KG-Mobilisierung erfolgte beschwerdeadaptiert (0-10-60')",false_negative
4037,19,(),"(2271, 2313, 'Therapeutic', 'Effnerschiene wurde postoperativ angepasst')",false_negative
4038,20,"(2315, 2320, 'Diagnostic', 'Labor')","(2315, 2320, 'Diagnostic', 'Labor')",true_positive
4039,21,"(2326, 2349, 'Other_Finding', 'serologischen Parameter')",(),false_positive
4040,21,(),"(2326, 2372, 'Other_Finding', 'serologischen Parameter liegen im Nomalbereich')",false_negative
4041,23,"(2390, 2402, 'Diagnostic', 'Efnerschiene')",(),false_positive
4042,23,(),"(2390, 2430, 'Therapeutic', 'Efnerschiene postoperativ für 6-8 Wochen')",false_negative
4043,24,(),"(2431, 2440, 'Therapeutic', 'Procedere')",false_negative
4044,25,"(2549, 2579, 'Therapeutic', 'dosierten Belastungssteigerung')","(2549, 2579, 'Therapeutic', 'dosierten Belastungssteigerung')",true_positive
4045,25,"(2708, 2721, 'Other_Finding', 'Vollbelastung')","(2708, 2721, 'Other_Finding', 'Vollbelastung')",true_positive
4046,25,"(2807, 2832, 'Diagnosis_or_Pathology', 'Bewegungsvershclechterung')","(2807, 2832, 'Diagnosis_or_Pathology', 'Bewegungsvershclechterung')",true_positive
4047,25,"(2833, 2852, 'Therapeutic', 'KG-Übungsbehandlung')","(2833, 2852, 'Therapeutic', 'KG-Übungsbehandlung')",true_positive
4048,25,"(2909, 2922, 'Other_Finding', 'Vollbelastung')","(2909, 2922, 'Other_Finding', 'Vollbelastung')",true_positive
4049,25,"(2446, 2475, 'Diagnosis_or_Pathology', 'axiale Teilbelastung mit 20kg')",(),false_positive
4050,25,"(2723, 2786, 'Therapeutic', 'Eigenständiges isometr. Quadricepstraining mit Umfangskontrolle')",(),false_positive
4051,25,"(2859, 2876, 'Therapeutic', 'Wiedervorstellung')",(),false_positive
4052,25,"(2878, 2901, 'Therapeutic', 'Tragen von AT-Strümpfen')",(),false_positive
4053,25,(),"(2446, 2505, 'Other_Finding', 'axiale Teilbelastung mit 20kg sollte für insgesamt 4 Wochen')",false_negative
4054,25,(),"(2601, 2642, 'Therapeutic', 'Effnerschiene sollte für 6-8 Wo. getragen')",false_negative
4055,25,(),"(2651, 2659, 'Therapeutic', 'Fadenzug')",false_negative
4056,25,(),"(2681, 2699, 'Clinical_Drug', 'Niedermol. Heparin')",false_negative
4057,25,(),"(2723, 2765, 'Therapeutic', 'Eigenständiges isometr. Quadricepstraining')",false_negative
4058,25,(),"(2770, 2786, 'Diagnostic', 'Umfangskontrolle')",false_negative
4059,25,(),"(2878, 2922, 'Therapeutic', 'Tragen von AT-Strümpfen bis zu Vollbelastung')",false_negative
4060,2,"(134, 150, 'Therapeutic', 'stat. Behandlung')","(134, 150, 'Therapeutic', 'stat. Behandlung')",true_positive
4061,3,"(175, 184, 'Diagnostic', 'Diagnosen')",(),false_positive
4062,3,(),"(175, 184, 'Diagnosis_or_Pathology', 'Diagnosen')",false_negative
4063,4,"(186, 226, 'Diagnosis_or_Pathology', 'Neuroendokriner Tumor des Pancreaskopfes')","(186, 226, 'Diagnosis_or_Pathology', 'Neuroendokriner Tumor des Pancreaskopfes')",true_positive
4064,5,"(227, 239, 'Diagnosis_or_Pathology', 'Narbenhernie')","(227, 239, 'Diagnosis_or_Pathology', 'Narbenhernie')",true_positive
4065,6,"(370, 385, 'Other_Finding', 'Rezidivverdacht')","(370, 385, 'Other_Finding', 'Rezidivverdacht')",true_positive
4066,6,"(246, 261, 'Therapeutic', 'Thyreoidektomie')",(),false_positive
4067,6,"(266, 282, 'Therapeutic', 'Lymphadenektomie')",(),false_positive
4068,6,"(288, 323, 'Diagnosis_or_Pathology', 'beipapillärem Schilddrüsen-Karzinom')",(),false_positive
4069,6,"(324, 327, 'Diagnosis_or_Pathology', 'pT2')",(),false_positive
4070,6,"(324, 331, 'Diagnosis_or_Pathology', 'pT2 pN1')",(),false_positive
4071,6,"(328, 331, 'Diagnosis_or_Pathology', 'pN1')",(),false_positive
4072,6,(),"(240, 261, 'Other_Finding', 'Z. n. Thyreoidektomie')",false_negative
4073,6,(),"(246, 323, 'Therapeutic', 'Thyreoidektomie mit Lymphadenektomie 2019 beipapillärem Schilddrüsen-Karzinom')",false_negative
4074,6,(),"(288, 334, 'Diagnosis_or_Pathology', 'beipapillärem Schilddrüsen-Karzinom pT2 pN1 M0')",false_negative
4075,6,(),"(335, 365, 'Other_Finding', 'Z. n. ablativer J-131-Therapie')",false_negative
4076,6,(),"(341, 385, 'Therapeutic', 'ablativer J-131-Therapie bei Rezidivverdacht')",false_negative
4077,7,"(387, 410, 'Diagnosis_or_Pathology', 'Rekurrenzschwäche links')","(387, 410, 'Diagnosis_or_Pathology', 'Rekurrenzschwäche links')",true_positive
4078,7,"(387, 404, 'Diagnosis_or_Pathology', 'Rekurrenzschwäche')",(),false_positive
4079,8,"(418, 444, 'Therapeutic', 'anteriorer Rektumresektion')",(),false_positive
4080,8,"(454, 469, 'Diagnosis_or_Pathology', 'Rektum-Karzinom')",(),false_positive
4081,8,"(454, 473, 'Diagnosis_or_Pathology', 'Rektum-Karzinom pT3')",(),false_positive
4082,8,"(470, 473, 'Diagnosis_or_Pathology', 'pT3')",(),false_positive
4083,8,"(470, 477, 'Diagnosis_or_Pathology', 'pT3 pN0')",(),false_positive
4084,8,"(470, 480, 'Diagnosis_or_Pathology', 'pT3 pN0 M0')",(),false_positive
4085,8,"(474, 477, 'Other_Finding', 'pN0')",(),false_positive
4086,8,"(474, 480, 'Other_Finding', 'pN0 M0')",(),false_positive
4087,8,"(478, 480, 'Other_Finding', 'M0')",(),false_positive
4088,8,"(478, 484, 'Other_Finding', 'M0 R0.')",(),false_positive
4089,8,"(481, 484, 'Other_Finding', 'R0.')",(),false_positive
4090,8,(),"(412, 444, 'Other_Finding', 'Z. n. anteriorer Rektumresektion')",false_negative
4091,8,(),"(418, 469, 'Therapeutic', 'anteriorer Rektumresektion 2018 bei Rektum-Karzinom')",false_negative
4092,8,(),"(454, 483, 'Diagnosis_or_Pathology', 'Rektum-Karzinom pT3 pN0 M0 R0')",false_negative
4093,9,"(491, 504, 'Therapeutic', 'Appendektomie')","(491, 504, 'Therapeutic', 'Appendektomie')",true_positive
4094,9,(),"(485, 504, 'Other_Finding', 'Z. n. Appendektomie')",false_negative
4095,10,"(506, 527, 'Diagnosis_or_Pathology', 'Arterielle Hypertonie')","(506, 527, 'Diagnosis_or_Pathology', 'Arterielle Hypertonie')",true_positive
4096,10,"(532, 544, 'Diagnosis_or_Pathology', 'Hypothyreose')","(532, 544, 'Diagnosis_or_Pathology', 'Hypothyreose')",true_positive
4097,11,"(546, 554, 'Therapeutic', 'Therapie')","(546, 554, 'Therapeutic', 'Therapie')",true_positive
4098,11,"(555, 607, 'Therapeutic', 'Pancreaskopfresektion nach Whipple und Hernioplastik')",(),false_positive
4099,11,(),"(555, 589, 'Therapeutic', 'Pancreaskopfresektion nach Whipple')",false_negative
4100,11,(),"(594, 607, 'Therapeutic', 'Hernioplastik')",false_negative
4101,12,"(620, 630, 'Diagnostic', 'Histologie')","(620, 630, 'Diagnostic', 'Histologie')",true_positive
4102,13,"(736, 775, 'Diagnosis_or_Pathology', 'Mehrfache ductale papilläre Hyperplasie')",(),false_positive
4103,13,"(814, 822, 'Diagnosis_or_Pathology', 'PANIN 1B')",(),false_positive
4104,13,"(1075, 1085, 'Diagnosis_or_Pathology', 'Malignität')",(),false_positive
4105,13,(),"(634, 734, 'Diagnosis_or_Pathology', '0,6 cm großer, gut bis mäßig diff. neuroendokriner Tumor des Pancreaskopfes nahe der Papilla duodeni')",false_negative
4106,13,(),"(736, 860, 'Diagnosis_or_Pathology', 'Mehrfache ductale papilläre Hyperplasie (pancr. intraepitheliale Neoplasie 1B/PANIN 1B) im mittl. Verlauf des Pancreaskopfes')",false_negative
4107,13,(),"(873, 935, 'Other_Finding', 'regelrecht differenziertes, exokrines und endokrines Parenchym')",false_negative
4108,13,(),"(937, 1085, 'Diagnosis_or_Pathology', 'Geringgradige chron. fibrosierende, mäßig hyperplastische Cholecystitis mit geringgradiger Cholesteatose der Gallenblasenschleimhaut ohne Malignität')",false_negative
4109,14,"(1344, 1371, 'Other_Finding', 'Drei tumorfreie Lymphknoten')","(1344, 1371, 'Other_Finding', 'Drei tumorfreie Lymphknoten')",true_positive
4110,14,"(1143, 1165, 'Diagnosis_or_Pathology', 'ektopes Pancreasgewebe')",(),false_positive
4111,14,"(1194, 1225, 'Diagnosis_or_Pathology', 'geringgr. chronische Duodenitis')",(),false_positive
4112,14,"(1247, 1295, 'Diagnosis_or_Pathology', 'chronische Gastritis mit intestinaler Metaplasie')",(),false_positive
4113,14,"(1301, 1319, 'Diagnosis_or_Pathology', 'Helicobacterbefall')",(),false_positive
4114,14,"(1321, 1337, 'Other_Finding', 'Resektionsränder')",(),false_positive
4115,14,"(1349, 1371, 'Other_Finding', 'tumorfreie Lymphknoten')",(),false_positive
4116,14,"(1373, 1396, 'Diagnosis_or_Pathology', 'Tumorfreies großes Netz')",(),false_positive
4117,14,"(1414, 1424, 'Diagnosis_or_Pathology', 'Malignität')",(),false_positive
4118,14,(),"(1089, 1106, 'Therapeutic', 'Magenteilresektat')",false_negative
4119,14,(),"(1124, 1165, 'Diagnosis_or_Pathology', 'Im Pylorusübergang ektopes Pancreasgewebe')",false_negative
4120,14,(),"(1167, 1225, 'Diagnosis_or_Pathology', 'Am distalen Resektionsrand geringgr. chronische Duodenitis')",false_negative
4121,14,(),"(1227, 1319, 'Diagnosis_or_Pathology', 'Im restlichen Magen chronische Gastritis mit intestinaler Metaplasie ohne Helicobacterbefall')",false_negative
4122,14,(),"(1321, 1342, 'Other_Finding', 'Resektionsränder frei')",false_negative
4123,14,(),"(1373, 1396, 'Other_Finding', 'Tumorfreies großes Netz')",false_negative
4124,14,(),"(1403, 1424, 'Other_Finding', 'Anhalt für Malignität')",false_negative
4125,15,"(1612, 1639, 'Other_Finding', 'unauffällige Pancreasregion')","(1612, 1639, 'Other_Finding', 'unauffällige Pancreasregion')",true_positive
4126,15,"(1468, 1513, 'Diagnostic', 'Verdachtsdiagnose auf einen Pancreaskopftumor')",(),false_positive
4127,15,"(1496, 1513, 'Diagnosis_or_Pathology', 'Pancreaskopftumor')",(),false_positive
4128,15,"(1584, 1594, 'Diagnostic', 'Abdomen-CT')",(),false_positive
4129,15,"(1676, 1679, 'Diagnostic', 'MRT')",(),false_positive
4130,15,"(1676, 1684, 'Diagnostic', 'MRT ebda')",(),false_positive
4131,15,"(1775, 1791, 'Other_Finding', 'hypodenses Areal')",(),false_positive
4132,15,"(1804, 1813, 'Diagnostic', 'Nativbild')",(),false_positive
4133,15,"(1865, 1876, 'Diagnostic', 'KM-Aufnahme')",(),false_positive
4134,15,"(1959, 1965, 'Other_Finding', 'Befund')",(),false_positive
4135,15,(),"(1468, 1513, 'Diagnosis_or_Pathology', 'Verdachtsdiagnose auf einen Pancreaskopftumor')",false_negative
4136,15,(),"(1569, 1594, 'Diagnostic', 'durchgeführten Abdomen-CT')",false_negative
4137,15,(),"(1661, 1679, 'Diagnostic', 'durchgeführten MRT')",false_negative
4138,15,(),"(1775, 1791, 'Diagnosis_or_Pathology', 'hypodenses Areal')",false_negative
4139,15,(),"(1804, 1813, 'Other_Finding', 'Nativbild')",false_negative
4140,15,(),"(1820, 1859, 'Diagnosis_or_Pathology', 'randständig etwas verstärkt KM aufnimmt')",false_negative
4141,15,(),"(1848, 1850, 'External_Substance', 'KM')",false_negative
4142,15,(),"(1865, 1876, 'Diagnosis_or_Pathology', 'KM-Aufnahme')",false_negative
4143,15,(),"(1959, 1965, 'Diagnosis_or_Pathology', 'Befund')",false_negative
4144,15,(),"(1972, 1985, 'Diagnosis_or_Pathology', 'DM von 2,1 cm')",false_negative
4145,15,(),"(1993, 2055, 'Diagnosis_or_Pathology', 'ca. 2,1 cm große Raumforderung am Unterrand des Pancreaskopfes')",false_negative
4146,16,"(2070, 2080, 'Diagnostic', 'Diagnostik')","(2070, 2080, 'Diagnostic', 'Diagnostik')",true_positive
4147,16,"(2085, 2093, 'Therapeutic', 'Therapie')","(2085, 2093, 'Therapeutic', 'Therapie')",true_positive
4148,16,"(2172, 2206, 'Therapeutic', 'Komplettierung der OP-Vorbereitung')",(),false_positive
4149,16,"(2191, 2206, 'Therapeutic', 'OP-Vorbereitung')",(),false_positive
4150,16,(),"(2172, 2206, 'Diagnostic', 'Komplettierung der OP-Vorbereitung')",false_negative
4151,17,(),"(2218, 2221, 'Diagnostic', 'EKG')",false_negative
4152,18,"(2250, 2266, 'Other_Finding', 'normaler Lagetyp')","(2250, 2266, 'Other_Finding', 'normaler Lagetyp')",true_positive
4153,18,"(2235, 2248, 'Diagnosis_or_Pathology', 'Sinusrhythmus')",(),false_positive
4154,18,(),"(2235, 2248, 'Other_Finding', 'Sinusrhythmus')",false_negative
4155,19,"(2268, 2286, 'Diagnostic', 'Thorax in 2 Ebenen')","(2268, 2286, 'Diagnostic', 'Thorax in 2 Ebenen')",true_positive
4156,20,"(2300, 2331, 'Other_Finding', 'Normale Belüftung beider Lungen')","(2300, 2331, 'Other_Finding', 'Normale Belüftung beider Lungen')",true_positive
4157,20,"(2370, 2379, 'Diagnosis_or_Pathology', 'Rundherde')","(2370, 2379, 'Diagnosis_or_Pathology', 'Rundherde')",true_positive
4158,20,"(2385, 2398, 'Diagnosis_or_Pathology', 'Pleuraergüsse')","(2385, 2398, 'Diagnosis_or_Pathology', 'Pleuraergüsse')",true_positive
4159,20,"(2400, 2418, 'Other_Finding', 'Cor im Normbereich')","(2400, 2418, 'Other_Finding', 'Cor im Normbereich')",true_positive
4160,20,"(2426, 2441, 'Diagnosis_or_Pathology', 'Stauungszeichen')","(2426, 2441, 'Diagnosis_or_Pathology', 'Stauungszeichen')",true_positive
4161,20,"(2443, 2459, 'Diagnosis_or_Pathology', 'Aortenelongation')","(2443, 2459, 'Diagnosis_or_Pathology', 'Aortenelongation')",true_positive
4162,20,"(2464, 2478, 'Diagnosis_or_Pathology', 'Aortensklerose')","(2464, 2478, 'Diagnosis_or_Pathology', 'Aortensklerose')",true_positive
4163,20,(),"(2337, 2368, 'Diagnosis_or_Pathology', 'nachweisbare frische Infiltrate')",false_negative
4164,21,"(2480, 2490, 'Diagnostic', 'Sonografie')","(2480, 2490, 'Diagnostic', 'Sonografie')",true_positive
4165,22,"(2504, 2518, 'Other_Finding', 'Homogene Leber')","(2504, 2518, 'Other_Finding', 'Homogene Leber')",true_positive
4166,22,"(2526, 2541, 'Diagnosis_or_Pathology', 'Raumforderungen')","(2526, 2541, 'Diagnosis_or_Pathology', 'Raumforderungen')",true_positive
4167,22,"(2571, 2576, 'Diagnosis_or_Pathology', 'Tumor')",(),false_positive
4168,22,(),"(2549, 2569, 'Diagnosis_or_Pathology', 'gestauten Gallenwege')",false_negative
4169,22,(),"(2571, 2607, 'Diagnosis_or_Pathology', 'Tumor sonografisch nicht darstellbar')",false_negative
4170,22,(),"(2577, 2589, 'Diagnostic', 'sonografisch')",false_negative
4171,22,(),"(2609, 2639, 'Other_Finding', 'Gefäße soweit beurteilbar frei')",false_negative
4172,22,(),"(2641, 2658, 'Diagnosis_or_Pathology', 'Nierenzyste links')",false_negative
4173,23,"(2694, 2723, 'Other_Finding', 'Normaler Ruhe- und Kneiftonus')","(2694, 2723, 'Other_Finding', 'Normaler Ruhe- und Kneiftonus')",true_positive
4174,23,"(2754, 2772, 'Other_Finding', 'Anhalt für Rezidiv')","(2754, 2772, 'Other_Finding', 'Anhalt für Rezidiv')",true_positive
4175,23,"(2660, 2692, 'Diagnostic', 'Kontroll-Rektoskopie vom 23.3.23')",(),false_positive
4176,23,(),"(2660, 2680, 'Diagnostic', 'Kontroll-Rektoskopie')",false_negative
4177,23,(),"(2725, 2747, 'Other_Finding', 'Anastomose unauffällig')",false_negative
4178,24,"(2792, 2821, 'Diagnosis_or_Pathology', 'Leichte periphere Obstruktion')","(2792, 2821, 'Diagnosis_or_Pathology', 'Leichte periphere Obstruktion')",true_positive
4179,24,(),"(2774, 2834, 'Diagnostic', 'LuFu vom 24.3.23: Leichte periphere Obstruktion, sonst o. B.')",false_negative
4180,25,"(2893, 2915, 'Other_Finding', 'komplikationsloser ITN')","(2893, 2915, 'Other_Finding', 'komplikationsloser ITN')",true_positive
4181,25,"(3060, 3098, 'Other_Finding', 'kardio-respiratorischer Rekompensation')","(3060, 3098, 'Other_Finding', 'kardio-respiratorischer Rekompensation')",true_positive
4182,25,"(3307, 3341, 'Diagnosis_or_Pathology', 'deutliche Beschwerden im Oberbauch')","(3307, 3341, 'Diagnosis_or_Pathology', 'deutliche Beschwerden im Oberbauch')",true_positive
4183,25,"(3346, 3369, 'Diagnosis_or_Pathology', 'rezidivierende Übelkeit')","(3346, 3369, 'Diagnosis_or_Pathology', 'rezidivierende Übelkeit')",true_positive
4184,25,"(3398, 3408, 'Therapeutic', 'Kostaufbau')","(3398, 3408, 'Therapeutic', 'Kostaufbau')",true_positive
4185,25,"(2870, 2878, 'Therapeutic', 'Eingriff')",(),false_positive
4186,25,"(3169, 3190, 'Therapeutic', 'eingelegten Drainagen')",(),false_positive
4187,25,"(3257, 3282, 'Diagnosis_or_Pathology', 'reizlose Wundverhältnisse')",(),false_positive
4188,25,"(3444, 3453, 'Diagnostic', 'obere MDP')",(),false_positive
4189,25,(),"(2840, 2854, 'Therapeutic', 'AZ-Optimierung')",false_negative
4190,25,(),"(2870, 2928, 'Therapeutic', 'Eingriff am 27.3.23 in komplikationsloser ITN durchgeführt')",false_negative
4191,25,(),"(2941, 3003, 'Diagnosis_or_Pathology', 'postop. Verlauf gestaltete sich sehr schwierig und protrahiert')",false_negative
4192,25,(),"(3169, 3225, 'Therapeutic', 'eingelegten Drainagen konnten zeitgerecht entferntwerden')",false_negative
4193,25,(),"(3257, 3282, 'Other_Finding', 'reizlose Wundverhältnisse')",false_negative
4194,25,(),"(3420, 3453, 'Diagnostic', 'führten am 10.4.23 eine obere MDP')",false_negative
4195,25,(),"(3454, 3459, 'Diagnostic', 'durch')",false_negative
4196,27,"(3741, 3768, 'Diagnosis_or_Pathology', 'Nachweis eines KM-Austritts')","(3741, 3768, 'Diagnosis_or_Pathology', 'Nachweis eines KM-Austritts')",true_positive
4197,27,"(3776, 3788, 'Diagnosis_or_Pathology', 'Stenosierung')","(3776, 3788, 'Diagnosis_or_Pathology', 'Stenosierung')",true_positive
4198,27,"(3512, 3547, 'Diagnosis_or_Pathology', 'ungehinderte transösoph. KM-Passage')",(),false_positive
4199,27,"(3549, 3588, 'Therapeutic', 'Regulärer KM-Übertritt in den Restmagen')",(),false_positive
4200,27,"(3672, 3734, 'Therapeutic', 'adäquater KM-Übertritt in die nachgeschaltete Dünndarmschlinge')",(),false_positive
